CNTSTUID,gender,female,grade,computer,software,internet,desk,own.room,quiet.study,lit,poetry,art,book.sch,tech.book,dict,art.book,ST011Q05TA,ST071Q02NA,ST071Q01NA,ST123Q02NA,ST082Q01NA,ST119Q01NA,ST119Q05NA,ANXTEST,COOPERATE,BELONG,EMOSUPS,WEALTH,PARED,TMINS,ESCS,TEACHSUP,TDTEACH,IBTEACH,SCIEEFF,math,reading,science
79204291,Female,1,Grade 10,0,0,0,1,0,1,1,1,0,1,0,0,1,No,5,13,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-0.4248,0.395,-1.4309,0.4662,-1.7017,8,600,-2.339,0.7896,-0.2928,-0.5059,-0.1582,403.3989,361.6088,353.3201
79200690,Female,1,Grade 10,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,Strongly agree,Agree,Strongly agree,Agree,1.288,-1.4225,-1.2306,0.5658,-0.3271,12,1400,-0.9896,0.9209,NA,NA,-1.0524,381.7517,259.336,316.62
79200791,Male,0,Grade 10,1,1,1,1,1,1,1,0,1,1,0,1,0,Yes,6,3,Strongly agree,Agree,Agree,Agree,0.0124,-1.2109,0.6642,0.1018,-1.3745,4,1760,-2.3767,0.466,0.4587,-0.242,-2.0686,358.9854,350.5674,376.3053
79200613,Female,1,Grade 10,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,Yes,4,2,Strongly agree,Disagree,Strongly agree,Strongly agree,0.7291,-1.2786,-0.5917,0.2493,-0.7004,8,1600,-1.8136,0.7896,-1.1319,1.7279,3.2775,364.7724,324.1401,340.9502
79202946,Female,1,Grade 10,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,5,5,Strongly agree,Agree,Strongly agree,Disagree,2.5493,0.5759,-0.7817,-0.2495,-0.5828,4,1680,-1.7614,1.3499,0.1364,-3.3405,-1.0524,356.6489,349.9974,324.5138
79204840,Female,1,Grade 10,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Agree,Agree,Agree,Agree,0.5209,-0.2882,-0.3381,-0.889,0.0856,14,NA,0.5358,0.2588,NA,NA,NA,309.9421,269.7819,299.6439
79201405,Female,1,Grade 10,0,1,0,1,1,1,0,1,1,1,0,1,1,Yes,NA,NA,Agree,Disagree,Strongly agree,Strongly agree,-0.0997,-0.2882,NA,-0.1691,-2.0421,14,1680,-1.185,NA,NA,3.0674,NA,322.6822,315.5624,298.8246
79205603,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,6,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0.94,2.2879,-3.1297,-0.4895,-0.9678,8,1890,-1.5086,1.4475,NA,-3.3405,NA,323.8629,343.5924,342.6409
79200891,Female,1,Grade 10,0,0,0,0,0,0,0,0,0,0,0,1,0,No,2,2,NA,Agree,Strongly agree,Strongly agree,0.0921,0.7461,-1.0362,1.0566,-3.1124,4,560,-2.8536,NA,NA,NA,NA,434.0359,366.5939,408.2568
79204002,Male,0,Grade 10,1,0,0,1,1,1,NA,NA,NA,1,1,1,1,No,NA,NA,Strongly agree,Strongly agree,Strongly agree,Agree,1.8135,1.5604,-0.378,0.5658,-0.6505,8,1200,-0.7282,1.4475,0.7888,0.0911,0.3155,420.6694,355.4133,427.6343
79205482,Male,0,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,3,5,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-2.505,0.9455,-3.1297,1.0991,0.336,16,1760,-0.204,NA,NA,NA,0.3428,486.7999,431.1707,464.1363
79201868,Male,0,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,0,Yes,5,4,Strongly agree,Strongly disagree,Agree,Agree,-1.9346,-0.2882,-1.0795,1.0991,-0.8914,16,800,0.7017,-0.6531,-0.6102,0.2941,-0.4032,391.2195,335.1504,351.4024
79203814,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,1,1,0,No,NA,NA,Strongly agree,Disagree,Strongly agree,Strongly agree,1.3578,-0.9124,-1.2936,-0.2495,-1.8645,12,1760,-1.3949,-0.1164,-0.9558,0.0336,0.3155,426.3315,447.4904,433.095
79204649,Male,0,Grade 10,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,8,5,Agree,Strongly disagree,Strongly agree,Strongly agree,-0.3247,-1.4875,-0.2015,-1.6136,-1.1896,4,1760,-2.1704,0.0322,0.0532,0.9452,0.7491,348.61,308.6406,320.2198
79202425,Male,0,Grade 10,1,1,0,1,1,1,0,1,0,1,1,1,0,Yes,6,3,Agree,Agree,Strongly agree,Strongly agree,-0.6871,-0.2882,-1.3038,-0.889,-1.7225,12,1760,-1.1422,1.4475,0.4505,0.9582,-3.7565,436.7095,445.4148,432.4484
79202671,Male,0,Grade 10,1,1,1,1,0,1,0,1,0,0,1,1,1,Yes,3,2,Strongly agree,Disagree,Agree,Agree,-0.7622,-0.2882,-0.8144,1.0991,-1.3955,4,1600,-2.4182,-0.1164,-0.6102,0.4073,-0.0623,395.5497,393.0842,395.1043
79200513,Male,0,Grade 10,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,Yes,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,2.2879,NA,1.0991,-0.382,4,1880,-2.0431,NA,NA,NA,NA,397.1871,281.189,349.8337
79200060,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,0,0,1,0,No,6,3,Agree,Disagree,Agree,Strongly agree,-0.4671,-1.2109,-0.5753,-0.889,-2.0726,8,1760,-2.1948,1.4475,0.4505,0.9582,-3.7565,356.5966,341.1858,360.9832
79205011,Male,0,Grade 10,1,0,1,1,1,1,0,0,1,1,1,1,1,No,4,3,Strongly agree,Disagree,Strongly agree,Strongly agree,1.0352,1.5899,-1.073,-0.7498,-0.0898,8,1760,-1.3517,-0.1164,2.0781,0.9452,0.3155,404.0274,366.086,387.5543
79205232,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,0,No,6,3,Agree,Agree,Agree,Agree,0.5209,-0.9124,-0.5753,-0.889,-1.2679,8,1760,-1.8681,1.4475,-0.5769,0.2175,NA,345.2992,304.5827,332.9274
79201487,Male,0,Grade 10,1,0,1,1,1,1,1,1,0,1,1,1,0,No,2,0,Agree,Strongly agree,Agree,Agree,-0.6345,-0.5121,-1.3003,-0.889,0.3312,16,1600,0.3847,-0.1918,-0.088,0.7721,0.3155,445.7424,410.7403,442.7378
79206109,Male,0,Grade 10,1,0,0,0,0,0,0,0,0,0,0,1,1,No,30,30,Agree,NA,Strongly agree,Strongly agree,-2.505,NA,NA,-0.889,-2.9188,8,NA,-2.8051,NA,NA,NA,NA,426.5535,390.0669,394.1657
79200347,Male,0,Grade 10,1,1,1,1,1,1,0,0,0,0,0,1,0,Yes,5,10,Strongly agree,NA,Strongly agree,Strongly agree,2.5493,-1.5151,1.029,1.0991,-1.861,16,1680,-0.9533,NA,NA,NA,0.5291,365.7564,285.7255,296.9935
79201700,Male,0,Grade 10,1,1,0,1,1,1,0,1,0,1,0,1,0,Yes,9,5,NA,Strongly disagree,Agree,Agree,-0.6871,-1.7473,-1.0007,-1.319,-1.4607,4,2940,-2.0085,-0.254,0.1118,0.4242,0.7459,347.0983,360.3888,346.4703
79202966,Male,0,Grade 10,1,0,0,1,0,1,0,1,0,0,0,1,1,No,NA,NA,Agree,NA,Agree,NA,0.5209,NA,NA,-0.3306,-1.1726,4,NA,-2.6045,NA,NA,NA,-1.0524,387.7192,268.104,343.0153
79206675,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,1,1,0,No,NA,NA,Disagree,Agree,Agree,Agree,2.5493,-0.2882,-1.2158,-1.388,-1.3103,12,NA,-0.7398,-0.1622,0.1118,-0.121,3.2775,310.5384,267.2462,316.8326
79200274,Male,0,Grade 10,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,6,2,Agree,Disagree,Strongly agree,Agree,-0.3661,NA,NA,-0.889,-0.7625,8,1720,-0.9776,-1.0718,0.191,-0.121,-0.4041,322.0808,324.9447,369.3994
79201001,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,0,No,8,5,Strongly agree,Disagree,Strongly agree,Agree,0.9822,2.2879,-0.8616,1.0991,-1.5247,4,800,-2.8652,NA,NA,NA,-0.3543,421.2029,359.0764,356.7356
79200678,Male,0,Grade 10,1,0,1,1,1,1,0,1,0,1,1,1,0,No,NA,NA,Strongly agree,NA,NA,NA,-0.4418,NA,NA,-0.4244,-1.3952,4,NA,-2.4314,NA,NA,NA,NA,356.1349,291.0578,341.2751
79202527,Male,0,Grade 10,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,Disagree,Strongly disagree,Disagree,Strongly disagree,-0.8869,-2.4786,-1.1163,-1.9546,-1.1023,16,1680,-0.606,NA,NA,NA,NA,364.1337,262.7647,335.3207
79206819,Female,1,Grade 11,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,Agree,Strongly agree,Strongly agree,Strongly agree,0.5209,-0.2882,-1.0894,-0.889,-2.9838,4,1400,-2.8358,NA,NA,NA,0.3155,422.6113,374.3618,386.414
79206065,Male,0,Grade 11,1,0,1,1,1,1,0,0,0,0,0,1,0,No,NA,NA,Agree,Agree,Agree,Strongly agree,1.9474,-0.7876,-0.8356,0.1004,-1.4796,3,1400,-2.855,NA,NA,NA,-0.9093,400.9525,299.4655,376.0375
79202187,Male,0,Grade 10,1,0,1,0,1,1,1,1,0,1,0,1,0,No,21,NA,Strongly agree,Agree,Strongly agree,Strongly agree,0.9943,-0.9705,-1.2158,0.2493,-1.9094,8,3000,-1.4769,NA,NA,NA,NA,419.5635,378.6667,428.852
79200725,Male,0,Grade 9,0,0,0,1,1,0,0,0,0,1,0,1,0,No,NA,NA,Agree,Strongly disagree,Agree,Agree,0.5209,2.2879,-3.1297,-0.4263,-3.9345,14,NA,-1.9776,NA,NA,NA,NA,330.3283,300.9884,328.3176
79203644,Male,0,Grade 9,0,0,0,1,1,0,0,0,0,1,0,1,0,No,NA,NA,Agree,Strongly disagree,Agree,Agree,0.5209,2.2879,-3.1297,-0.4263,-3.2715,12,NA,-2.414,NA,NA,NA,NA,284.1005,286.9058,317.4204
79202551,Male,0,Grade 9,0,1,0,1,0,1,0,1,0,1,1,1,1,Yes,26,30,Strongly agree,Agree,Strongly agree,Strongly agree,-0.8342,-1.2174,-1.0397,-0.2495,-1.1677,16,1800,-0.9305,NA,NA,NA,NA,323.5834,302.5575,315.3835
79202439,Male,0,Grade 9,0,0,0,1,NA,1,1,NA,0,0,1,1,0,No,11,9,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,-2.505,-2.9385,-1.0595,-3.0789,-2.6781,16,2000,-1.3429,1.4309,-2.4476,3.1829,NA,290.8609,216.9016,301.3792
79203492,Male,0,Grade 9,1,0,1,1,1,1,1,0,1,1,1,1,1,No,6,2,Agree,Agree,Agree,Agree,0.0274,-0.2882,-0.5917,-0.889,-0.5147,16,1440,-0.1668,NA,NA,0.9452,NA,407.4631,331.6967,368.7354
79200550,Male,0,Grade 9,0,0,0,1,1,1,0,0,0,0,0,1,0,No,5,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,-1.7201,-3.332,-0.8064,-3.0789,-3.2823,8,1800,-2.9433,-1.0718,-0.3597,NA,0.1258,359.9219,318.7969,339.6164
79201873,Male,0,Grade 9,0,0,0,1,0,1,0,0,0,0,0,1,0,No,10,4,Strongly agree,Agree,Agree,Agree,0.5209,-0.2882,-0.7817,1.0991,-3.767,4,600,-3.6371,0.4124,-0.878,0.5979,NA,318.3536,351.9408,341.4819
79200316,Male,0,Grade 9,1,1,1,1,0,1,0,1,0,1,1,0,1,Yes,10,12,Strongly disagree,Disagree,Disagree,Disagree,-0.3754,-0.5121,-0.4926,-1.691,-1.621,16,NA,0.0799,-0.4495,-0.3693,3.1829,1.5091,192.0943,252.5143,252.4826
79201245,Male,0,Grade 9,1,0,0,1,1,1,0,0,0,0,0,1,0,No,NA,NA,Agree,Disagree,Agree,Agree,0.0274,-0.9124,-0.9024,-0.889,-2.5573,4,NA,-2.7541,NA,NA,NA,NA,350.4941,293.1759,317.8105
79204813,Male,0,Grade 9,0,1,0,1,0,0,0,1,0,0,0,1,1,Yes,NA,NA,Agree,NA,NA,NA,NA,NA,NA,-0.2511,-3.6636,4,NA,-3.4036,NA,NA,NA,NA,337.5734,245.5206,320.2062
79206363,Male,0,Grade 9,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,NA,NA,NA,NA,NA,-1.025,-3.0789,-1.075,16,NA,0.1112,NA,NA,NA,NA,298.5999,195.3509,283.3841
79201187,Male,0,Grade 9,0,0,1,1,1,1,1,1,1,1,1,1,1,No,5,3,Strongly agree,Agree,NA,Agree,0.206,-0.2882,-0.7346,1.0991,-2.1801,8,400,-1.8503,-1.0718,1.1091,-0.0258,-1.2091,355.3916,293.101,396.8587
79204879,Male,0,Grade 9,0,1,0,1,0,0,0,1,0,0,0,0,0,Yes,12,30,Agree,Disagree,Strongly disagree,Disagree,-0.4305,-0.7876,-0.983,-0.889,-3.1892,14,NA,-1.9337,1.4475,NA,1.2732,NA,267.2794,234.599,251.5766
79206217,Male,0,Grade 9,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,6,2,Strongly agree,Disagree,Strongly agree,Strongly agree,0.1441,0.8242,-1.2158,1.0991,-1.5303,14,540,-1.3418,NA,NA,0.7662,NA,281.2981,234.3149,290.8607
79203671,Male,0,Grade 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.699,317.6668,346.7407
79206824,Female,1,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,0,Yes,6,3,Strongly agree,Disagree,Agree,Agree,0.5209,-0.2882,-0.8307,0.2318,-1.1816,4,1600,-2.4418,-0.1327,0.0532,-0.3662,-0.1433,268.3597,306.6731,306.7602
79205050,Male,0,Grade 10,1,0,1,1,0,1,0,0,1,0,0,1,0,No,8,6,Agree,NA,Agree,Agree,-0.0465,NA,NA,-0.889,-2.2429,4,1360,-2.8289,NA,NA,NA,NA,317.9888,317.1685,336.6182
79202871,Male,0,Grade 10,0,0,0,0,1,1,0,0,0,0,0,1,0,No,6,4,Strongly agree,Agree,Agree,Agree,1.5125,-1.0775,-0.5753,-0.1749,-2.8433,4,1190,-3.5262,NA,NA,NA,0.3358,325.1792,247.9511,372.73
79200755,Male,0,Grade 10,1,0,0,0,0,0,0,0,0,1,1,1,0,No,NA,NA,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,-2.505,-3.0147,-1.1955,-3.0789,-2.7001,14,NA,-1.4713,0.8213,NA,NA,NA,409.449,365.3582,419.5879
79202903,Male,0,Grade 10,1,0,0,1,1,1,0,0,0,0,0,1,NA,No,NA,NA,NA,NA,Agree,Agree,NA,NA,NA,NA,-2.3013,4,NA,-2.6957,NA,NA,NA,NA,298.7857,324.2074,325.4013
79200217,Male,0,Grade 10,1,1,1,1,1,1,1,0,0,1,0,1,0,Yes,6,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.7952,-1.6849,-0.885,0.3838,-2.0731,8,960,-1.637,0.6927,-0.6102,0.5155,0.6543,331.5275,332.8041,330.753
79204502,Male,0,Grade 10,0,1,1,1,1,1,0,1,NA,1,0,0,1,Yes,5,1,Agree,Disagree,Strongly agree,Strongly agree,-2.505,-0.6455,-1.0696,-1.4765,-1.8237,14,NA,-1.4879,NA,NA,NA,1.8593,334.3199,280.6656,305.8711
79202246,Male,0,Grade 10,0,0,0,1,1,1,0,1,0,1,0,1,0,No,6,4,Agree,Disagree,Agree,Agree,-2.505,-0.9705,-1.2158,-0.3306,-2.691,8,1680,-2.6601,0.2881,-1.142,-0.2197,-3.7565,304.822,303.7768,341.2764
79201909,Male,0,Grade 10,1,NA,NA,NA,1,1,NA,1,1,1,0,1,1,NA,NA,NA,Strongly agree,Strongly agree,Agree,Disagree,-0.664,0.5759,-0.8308,0.1018,-1.3878,4,2300,-2.2051,NA,NA,NA,NA,326.3064,285.582,319.8705
79206327,Male,0,Grade 10,0,0,0,1,1,1,0,1,0,1,1,1,1,No,NA,NA,Agree,Agree,Strongly agree,Strongly agree,0.3997,-0.2882,-0.9373,-0.889,-1.6668,8,1680,-2.3457,0.5503,-0.6102,0.9452,0.723,280.8665,311.5241,321.6809
79205517,Male,0,Grade 11,0,0,1,1,1,1,0,1,0,1,1,1,1,No,10,9,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-0.6871,-0.4751,-2.0732,1.0991,-0.8415,16,2610,0.1566,1.4475,-2.4476,1.9206,NA,374.4248,346.2089,346.133
79206421,Male,0,Grade 10,1,0,1,1,0,1,0,0,0,1,0,1,0,No,3,3,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.4671,-0.2882,-0.1515,0.5658,-1.8891,14,1760,-0.6796,-0.6986,0.4505,0.0911,0.3155,423.4085,355.5761,388.5311
79201573,Male,0,Grade 10,0,0,0,1,0,0,0,1,0,1,0,1,0,No,6,5,Agree,Agree,Agree,Strongly agree,0.0031,-0.9124,-0.7862,-0.889,-3.1928,4,1240,-3.388,-0.6568,0.2483,0.556,-0.3041,333.8751,293.124,340.8028
79203748,Male,0,Grade 10,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,3,2,Strongly agree,Agree,Strongly agree,Strongly agree,0.5209,-0.2882,-2.032,0.5658,-0.1435,4,1200,-1.5094,-0.3666,0.4505,1.0253,0.6961,297.059,286.2357,352.873
79202013,Male,0,Grade 11,NA,NA,1,1,NA,NA,1,NA,0,0,NA,0,NA,NA,7,8,Strongly agree,Disagree,Strongly disagree,Strongly disagree,-2.505,-1.1674,-0.0991,1.0991,-2.7145,12,1360,-2.0922,-2.7195,2.0781,-3.3405,NA,277.3437,265.6443,271.2501
79204058,Male,0,Grade 11,1,0,1,1,1,1,1,1,0,0,0,1,0,No,2,2,Strongly agree,Agree,Agree,Strongly agree,-0.5197,1.3264,-1.8419,-0.2495,-1.4537,8,1600,-1.0478,NA,NA,NA,0.7109,393.7832,371.1197,399.5096
79204483,Male,0,Grade 12,1,0,0,1,1,1,0,1,0,0,0,0,0,No,1,2,Agree,Agree,Strongly agree,Strongly agree,-0.0345,-1.319,-1.5391,-0.889,-2.3013,8,480,-2.2496,1.4475,-0.6102,0.6288,-3.6701,341.9391,293.6413,318.1175
79201208,Female,1,Grade 9,0,0,0,0,0,0,0,0,0,0,0,1,0,No,10,7,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,2.5493,2.2879,-0.9873,-1.9908,-3.2549,3,1600,-3.5797,1.4475,0.8729,0.9184,0.3155,386.8506,437.9592,414.1364
79205761,Female,1,Grade 9,0,0,0,1,0,1,1,1,1,1,0,1,1,No,6,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-0.1291,-1.2652,1.5611,0.3838,-2.2745,12,2870,-1.5239,-0.1164,0.2564,0.4057,1.2367,374.7396,409.0487,395.1591
79206074,Female,1,Grade 9,0,0,0,1,1,1,1,0,0,1,0,1,0,No,20,16,Agree,Agree,Strongly agree,Strongly agree,0.7993,0.6615,0.2493,-1.5692,-1.3734,12,1600,-1.7259,-0.1164,0.4505,0.6997,0.1281,337.5333,386.1764,373.2617
79202314,Female,1,Grade 9,0,0,1,1,1,0,0,0,0,1,0,1,1,No,4,5,Agree,Agree,Agree,Agree,0.5209,0.4252,-1.2158,-1.2602,-1.7623,3,1520,-3.1475,-0.3225,0.4505,0.5764,-1.3986,381.3034,423.9998,430.6026
79206291,Male,0,Grade 9,0,0,0,0,0,1,0,1,0,1,0,1,0,No,15,13,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,-0.9464,-2.4054,1.5043,-3.0789,-2.7074,12,1600,-2.1976,0.8213,0.3221,1.9206,0.4998,434.2672,396.2659,425.2909
79201572,Male,0,Grade 9,0,0,0,0,0,1,0,0,0,1,0,1,0,No,6,6,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-1.6189,0.5759,0.9357,1.0991,-1.3385,12,1600,-0.9607,-0.1164,0.2564,-0.9663,1.5395,506.8783,491.2045,502.3394
79200622,Male,0,Grade 9,0,0,0,1,0,1,0,1,0,1,0,1,0,No,9,9,Strongly agree,Agree,Strongly agree,Strongly agree,0.46,0.3177,-0.1144,-1.5257,-2.8803,3,1600,-3.1042,1.4475,-0.2836,-1.1341,-0.8737,472.543,461.3293,495.667
79203833,Male,0,Grade 9,0,0,0,1,1,1,0,0,0,1,0,1,0,No,5,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-1.1074,2.2879,-3.1297,0.0264,-2.1072,12,2240,-1.7793,1.4475,0.8729,0.9133,0.9928,395.4034,373.9717,397.719
79200898,Female,1,Grade 10,0,0,0,1,1,1,1,0,0,1,0,1,1,No,12,8,Agree,Agree,Strongly agree,Strongly agree,0.7882,1.3551,-0.66,-0.6116,-1.6682,4,1600,-2.6191,-0.1164,-0.0057,-0.1393,-0.2371,392.209,487.6166,470.261
79200326,Female,1,Grade 10,0,0,1,0,0,1,0,0,0,1,0,1,0,No,6,6,Strongly disagree,Disagree,Strongly agree,Strongly agree,1.4437,-1.0629,-0.3381,-1.8287,-1.4389,12,2500,-1.7576,0.1376,-0.8671,-0.9227,0.7271,387.0925,442.6512,422.0969
79206067,Female,1,Grade 10,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,6,NA,Strongly agree,Disagree,Strongly agree,Agree,0.139,-0.2882,-0.6409,1.0991,-0.0997,14,1400,0.054,0.7131,2.0781,-0.7291,-0.7277,424.457,454.4829,457.7668
79206179,Female,1,Grade 10,0,0,0,0,0,0,0,1,0,0,1,1,0,No,20,10,Agree,Disagree,Strongly agree,Strongly agree,0.2594,0.4252,-0.956,-1.8857,-2.8677,4,1600,-3.1159,-1.0718,0.069,0.4246,NA,395.738,396.7133,405.7238
79203018,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,6,7,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-2.505,1.4116,-0.3627,1.0991,-0.6203,16,1600,0.68,-0.6114,0.5169,0.8578,2.3674,463.0378,476.482,459.9784
79205484,Female,1,Grade 10,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,6,7,Agree,Disagree,Strongly agree,Strongly agree,-1.6189,2.2879,0.6642,-0.889,-0.5376,16,1600,0.0641,1.4475,0.314,-0.2294,1.5486,395.4418,419.6126,405.5152
79204945,Female,1,Grade 10,0,0,0,1,1,1,1,1,0,1,0,1,1,No,4,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.8135,2.2879,-0.2585,1.0991,-2.0536,4,1200,-1.9924,1.4475,0.3118,0.4831,1.1027,357.9585,407.3473,366.5316
79201020,Female,1,Grade 10,0,0,1,1,1,1,1,1,0,1,0,1,0,No,2,2,Strongly agree,Disagree,Strongly agree,Strongly agree,1.0605,2.2879,-0.7211,1.0991,-0.0459,12,1520,-1.0461,0.9133,0.4505,0.473,1.8814,455.0384,497.7018,489.4449
79203171,Female,1,Grade 10,0,0,0,0,0,0,0,0,0,0,0,0,0,No,6,7,Agree,Agree,Strongly agree,Strongly agree,1.4098,1.5899,2.5915,0.1004,-4.7851,12,1600,-3.2805,0.798,-0.6102,-0.2025,-1.219,332.4962,408.9614,370.3976
79206869,Female,1,Grade 10,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3,8,Agree,Strongly agree,Strongly agree,Strongly agree,-1.0668,0.7461,-3.1297,-1.0115,-4.7851,12,1600,-3.2599,0.4871,-1.7885,0.5862,-0.8458,354.6046,400.9915,381.5113
79201142,Female,1,Grade 10,0,0,1,0,1,1,0,1,0,1,0,1,0,No,4,5,Strongly agree,Agree,Agree,Strongly agree,-1.1801,1.3264,1.398,0.4662,-1.1215,16,1600,-0.1178,1.4475,0.8634,1.0709,1.5091,432.2727,510.9322,462.9893
79205485,Female,1,Grade 10,1,0,0,1,0,1,1,1,0,1,1,1,1,No,7,8,Agree,Strongly disagree,Strongly agree,Strongly agree,0.7186,0.395,1.5043,-1.3869,-1.1778,3,1600,-2.2262,0.9209,0.4505,-0.0497,0.3131,380.4151,434.4176,391.1118
79202171,Female,1,Grade 10,0,1,0,1,1,1,1,1,0,1,0,1,0,Yes,8,6,Agree,Agree,Strongly agree,Strongly agree,0.3997,-0.5121,-0.66,-1.5266,-1.4563,12,NA,-1.3588,-0.3225,-0.0057,-0.4798,0.1125,412.1092,461.2192,393.6268
79206681,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,0,1,1,Yes,8,3,Disagree,Agree,Strongly agree,Strongly agree,0.3265,-0.2882,-0.8587,-1.388,-1.0999,4,1600,-2.2895,1.4475,1.0975,0.2795,0.3155,467.9694,501.7254,517.7037
79202723,Female,1,Grade 10,0,0,0,1,1,1,0,0,0,0,0,NA,1,No,4,2,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-0.1405,-0.618,0.6642,1.0991,-2.6173,3,1440,-3.3608,0.1274,0.5169,0.4546,1.8257,422.6439,446.5382,422.0327
79205655,Female,1,Grade 10,1,1,1,1,0,1,1,1,1,1,1,1,1,Yes,10,8,Strongly agree,Disagree,Strongly agree,Strongly agree,0.0094,-0.618,-1.8419,-0.2495,-1.1564,8,1800,-1.159,-0.4684,-1.0299,-0.9205,0.9475,487.7681,522.1702,515.1239
79200220,Male,0,Grade 10,1,NA,1,1,1,1,1,0,0,1,1,1,1,NA,2,3,Strongly agree,Disagree,Strongly agree,Agree,-1.7201,0.5759,-1.3321,1.0991,-0.688,16,750,-0.3031,0.1617,-1.4026,-0.9927,0.5162,462.6594,450.9158,506.8682
79203571,Male,0,Grade 10,1,1,0,1,1,1,1,1,1,1,1,1,1,Yes,17,11,Strongly agree,Agree,Strongly agree,Strongly agree,0.7882,0.3177,-0.66,0.0264,-1.9563,14,1200,-0.8024,-0.1133,0.2564,2.0144,0.7682,503.1558,486.5524,510.1754
79202341,Male,0,Grade 10,1,1,1,1,0,0,0,1,0,1,1,1,1,Yes,12,9,Strongly agree,Agree,Strongly agree,Strongly agree,-0.5644,-0.6375,0.1157,-0.0964,-0.6801,4,1600,-1.3611,0.466,-2.4476,0.6253,0.9221,459.9202,463.2809,465.0298
79204148,Male,0,Grade 10,0,0,0,1,1,1,0,0,0,1,0,1,0,No,6,6,Agree,Agree,Strongly agree,Strongly agree,-0.0807,-0.2882,-1.6636,-0.889,-2.9351,14,1600,-1.9502,1.4475,0.8729,2.1725,-0.5332,399.0223,424.9124,440.9737
79200114,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,1,1,0,No,10,12,Strongly agree,Agree,Strongly agree,Strongly agree,0.1441,0.7461,-2.4078,0.0264,-1.5212,12,1600,-1.2502,-0.9096,-0.0904,-1.8581,1.7519,466.8846,468.7773,469.2267
79201470,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,0,No,0,0,Agree,Strongly agree,Strongly agree,Agree,0.2563,-1.5318,-0.6334,-1.7938,-1.9072,12,NA,-1.594,-0.5956,0.1354,-0.2561,-0.039,472.6073,444.0811,488.3691
79203204,Male,0,Grade 10,0,0,0,1,0,0,0,0,0,1,0,1,0,No,10,10,Agree,Agree,Strongly agree,Strongly agree,0.2092,-0.2882,-0.8516,-1.2602,-3.767,3,1200,-3.4271,-0.6568,-0.6102,-0.9663,-1.1796,513.0074,477.8974,492.782
