gender,grade,computer,internet,desk,own.room,quiet.study,book.sch,tech.book,art.book,reading
Female,Grade 11,0,0,1,0,1,1,0,0,502.1619
Female,Grade 11,0,0,1,0,1,1,0,0,522.6716
Female,Grade 9,1,1,0,0,0,1,0,1,349.2058
Female,Grade 9,1,1,1,1,1,1,0,0,412.5888
Female,Grade 9,0,0,1,1,1,1,0,0,478.0867
Female,Grade 9,1,1,1,1,1,1,0,1,394.1896
Female,Grade 9,1,1,1,1,1,1,1,1,465.8245
Female,Grade 10,0,0,0,0,0,1,0,0,480.1327
Female,Grade 10,1,1,1,0,0,0,0,0,424.1243
Female,Grade 10,1,1,1,1,0,1,0,1,439.2041
Female,Grade 10,1,1,1,1,1,1,1,1,504.9823
Female,Grade 10,1,1,1,1,1,1,0,1,399.4248
Female,Grade 10,0,1,1,1,1,1,0,1,502.8956
Female,Grade 10,1,1,1,0,1,1,1,0,458.4008
Female,Grade 10,0,0,0,0,0,1,0,0,428.3016
Female,Grade 10,0,0,1,1,1,1,0,0,401.2817
Female,Grade 10,1,1,1,1,1,1,0,0,448.0569
Female,Grade 10,1,1,1,1,0,1,0,0,366.69
Female,Grade 10,1,1,1,1,NA,1,1,0,554.8735
Female,Grade 10,1,1,1,1,1,1,1,1,500.8371
Female,Grade 10,0,0,0,0,1,1,0,0,526.5761
Female,Grade 10,1,1,1,1,1,1,1,0,449.6485
Female,Grade 10,1,1,1,1,1,1,1,1,455.8349
Female,Grade 10,1,0,1,1,1,1,0,0,426.6258
Female,Grade 10,0,0,1,1,1,1,0,1,359.1377
Female,Grade 10,1,1,1,1,1,1,0,0,421.7336
Female,Grade 10,1,1,1,1,1,1,1,1,394.8198
Female,Grade 10,1,1,1,0,1,1,0,1,401.8226
Female,Grade 10,1,1,0,1,1,1,0,0,436.139
Female,Grade 10,1,1,1,1,1,0,0,0,427.5752
Female,Grade 10,0,1,0,0,0,0,0,0,433.9309
Female,Grade 10,1,1,1,1,1,1,1,0,422.2332
Female,Grade 10,1,1,1,1,1,1,0,0,415.9959
Female,Grade 10,1,1,1,1,1,1,0,0,389.0031
Female,Grade 10,1,1,1,0,1,1,0,1,474.8934
Female,Grade 10,0,0,1,0,0,1,0,0,467.6143
Female,Grade 10,1,1,1,1,1,1,0,1,432.5148
Female,Grade 10,1,1,1,1,1,1,1,1,421.7238
Female,Grade 10,1,0,1,0,1,1,0,0,539.4196
Female,Grade 11,1,1,1,0,1,1,0,0,495.1769
Female,Grade 11,1,1,0,0,1,1,0,1,466.5205
Male,Grade 8,1,0,1,0,0,0,0,0,346.4196
Male,Grade 9,1,1,1,0,0,1,1,1,287.0181
Male,Grade 9,0,0,1,1,1,1,0,0,304.2512
Male,Grade 9,0,0,0,0,0,1,1,1,365.0305
Male,Grade 9,1,1,1,1,1,1,1,1,343.5999
Male,Grade 9,0,0,1,0,0,0,1,1,265.9928
Male,Grade 9,1,0,1,0,1,1,1,1,346.0843
Male,Grade 9,0,1,1,0,1,0,0,0,319.4951
Male,Grade 9,0,0,0,0,1,0,1,1,263.0078
Male,Grade 9,0,0,1,0,1,0,0,0,311.2453
Male,Grade 9,1,1,1,1,1,1,1,0,266.6448
Male,Grade 9,0,0,1,0,NA,0,0,0,310.5664
Male,Grade 9,1,1,0,0,0,1,0,0,278.0488
Male,Grade 10,1,0,1,1,1,1,0,1,331.9732
Male,Grade 10,NA,NA,1,NA,NA,NA,NA,NA,289.9391
Male,Grade 10,1,0,1,1,1,1,0,NA,403.1452
Male,Grade 10,1,1,1,0,0,1,1,0,403.9149
Male,Grade 10,0,1,1,0,1,1,0,0,262.0145
Male,Grade 10,0,0,1,0,0,1,0,1,344.9365
Male,Grade 10,0,0,0,0,0,0,0,0,284.5288
Male,Grade 10,NA,NA,NA,NA,1,1,1,1,360.4139
Male,Grade 10,1,1,1,1,1,1,1,1,353.2133
Male,Grade 10,1,0,1,1,1,1,0,0,377.2599
Male,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,302.4391
Male,Grade 10,1,1,1,1,1,1,1,1,394.1431
Male,Grade 10,0,0,0,0,0,0,0,0,418.1062
Male,Grade 10,0,0,1,1,1,1,0,0,329.2502
Male,Grade 10,0,0,0,0,1,0,0,0,336.0189
Male,Grade 10,0,0,1,1,1,1,0,1,374.5225
Male,Grade 10,0,0,1,1,1,1,0,0,336.2622
Male,Grade 10,1,0,1,1,1,1,0,0,394.7383
Male,Grade 10,1,1,1,1,1,0,0,0,326.7924
Male,Grade 10,0,0,1,0,1,1,0,0,335.9404
Male,Grade 10,1,0,1,1,1,1,1,0,426.2409
Male,Grade 10,1,1,1,0,1,1,0,0,378.5361
Male,Grade 10,0,0,1,1,1,1,0,0,324.2097
Male,Grade 11,0,0,0,0,0,1,0,0,273.9806
Male,Grade 11,0,0,0,0,0,0,0,0,288.1025
Male,Grade 11,NA,NA,NA,NA,NA,NA,NA,NA,342.2028
Female,Grade 9,1,1,1,1,1,1,1,1,496.4229
Male,Grade 9,0,1,1,1,1,1,0,1,389.2912
Male,Grade 10,1,1,1,1,1,1,1,1,408.5309
Female,Grade 10,1,1,1,1,1,1,1,1,505.6001
Female,Grade 10,1,1,1,1,1,1,0,1,535.6762
Female,Grade 10,1,1,1,1,1,1,1,1,527.168
Female,Grade 10,1,1,1,1,1,1,1,1,483.0955
Female,Grade 10,1,1,1,1,1,1,1,1,452.4773
Female,Grade 10,1,1,1,1,1,1,1,1,512.2875
Female,Grade 10,1,1,1,1,1,1,0,1,416.6674
Female,Grade 10,1,1,1,1,1,1,0,1,452.8448
Female,Grade 10,1,1,1,1,1,1,0,1,476.4287
Female,Grade 10,1,1,1,1,1,1,NA,0,488.4048
Female,Grade 10,1,1,1,1,1,1,1,1,572.3627
Female,Grade 10,1,1,1,1,1,1,1,1,448.2129
Female,Grade 10,1,0,1,1,1,1,1,1,586.6121
Female,Grade 10,1,0,1,1,0,1,1,1,438.5977
Female,Grade 10,1,1,1,1,1,1,1,1,405.8222
Female,Grade 10,1,1,1,1,1,1,1,1,413.6512
Female,Grade 10,1,1,1,1,1,1,1,1,378.9851
Male,Grade 10,1,1,0,1,1,0,1,1,532.3687
Male,Grade 10,1,1,1,1,1,1,1,1,399.6304
Male,Grade 10,1,1,1,1,1,1,1,0,399.565
Male,Grade 10,1,1,1,1,1,1,1,1,400.4176
Male,Grade 10,1,1,1,1,1,1,1,1,432.9328
Male,Grade 10,1,1,1,1,1,1,1,1,416.8072
Male,Grade 10,0,1,1,1,1,1,1,1,419.9124
Male,Grade 10,1,1,1,1,1,1,1,1,443.0489
Male,Grade 10,1,1,1,1,1,1,1,1,555.6533
Male,Grade 10,1,1,1,1,1,1,0,0,421.0326
Male,Grade 10,0,1,1,0,1,1,0,1,465.9684
Male,Grade 10,1,1,1,1,1,1,1,1,528.1081
Male,Grade 10,1,1,1,1,1,1,1,1,410.1447
Male,Grade 10,1,1,1,1,1,1,1,1,406.0022
Male,Grade 10,1,1,1,1,1,1,1,0,453.4256
Male,Grade 10,1,1,1,1,1,1,1,1,515.4345
Male,Grade 10,1,1,1,1,1,1,1,1,391.5023
Male,Grade 10,1,1,1,1,0,1,1,1,404.4815
Male,Grade 10,1,1,1,1,1,1,1,1,590.771
Male,Grade 10,1,1,1,1,1,1,1,1,498.7886
Male,Grade 10,1,1,1,1,1,NA,1,1,332.1386
Male,Grade 10,1,0,1,1,1,1,0,0,496.1058
Female,Grade 9,0,0,0,0,1,1,0,1,314.4915
Female,Grade 9,1,1,1,0,1,0,0,1,236.5565
Female,Grade 9,0,0,1,0,1,0,0,0,295.7095
Female,Grade 9,1,1,1,1,1,1,1,NA,209.2691
Female,Grade 9,0,0,1,0,1,1,0,0,306.2127
Female,Grade 9,1,0,1,1,1,0,1,0,228.6806
Female,Grade 9,0,0,0,0,0,1,0,1,291.269
Female,Grade 9,0,1,1,1,1,0,0,0,324.0151
Female,Grade 9,NA,0,NA,NA,NA,NA,NA,NA,297.347
Female,Grade 9,1,1,1,1,1,1,1,1,203.0108
Female,Grade 10,0,0,1,1,0,1,0,0,280.8401
Female,Grade 10,NA,0,1,1,1,0,0,1,303.3721
Female,Grade 10,0,0,1,0,1,1,0,1,358.3508
Female,Grade 10,1,1,1,1,0,1,0,1,294.2175
Female,Grade 10,0,0,1,1,0,0,0,0,269.8586
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,344.5507
Female,Grade 10,0,0,0,0,1,0,0,0,269.1571
Female,Grade 10,1,1,1,0,0,1,0,0,317.8776
Female,Grade 10,0,0,1,1,1,1,0,0,336.3503
Female,Grade 10,0,0,1,1,1,1,0,0,364.6603
Female,Grade 10,0,0,0,0,0,0,0,0,381.5225
Female,Grade 10,0,0,1,0,1,1,0,0,417.9156
Female,Grade 10,0,0,1,0,1,1,0,0,332.81
Female,Grade 10,1,0,1,1,1,1,1,0,288.9043
Female,Grade 10,1,0,1,1,1,1,1,0,360.0245
Female,Grade 10,0,0,1,0,0,0,0,0,276.4199
Female,Grade 10,0,0,1,1,1,1,0,0,284.3895
Female,Grade 10,1,1,1,1,0,1,0,NA,365.8758
Female,Grade 10,0,0,0,0,1,0,0,1,318.156
Female,Grade 10,0,0,0,1,1,0,0,0,290.1883
Female,Grade 10,1,1,1,1,1,1,1,0,298.0178
Female,Grade 10,NA,NA,1,1,1,0,0,0,281.3611
Female,Grade 10,1,1,NA,1,1,1,NA,1,306.2407
Female,Grade 10,1,1,1,1,1,1,0,0,346.3274
Male,Grade 10,0,1,1,1,1,1,0,1,278.1427
Female,Grade 11,0,0,0,0,0,0,0,0,273.3809
Female,Grade 11,0,0,0,0,0,0,0,0,317.4857
Female,Grade 11,0,0,0,0,0,1,0,0,361.0604
Female,Grade 11,0,NA,1,0,1,1,NA,1,204.4795
Female,Grade 11,0,0,1,1,1,NA,NA,0,257.158
Female,Grade 12,0,0,1,1,0,1,0,0,256.2766
Female,Grade 9,0,0,1,1,1,1,0,1,452.679
Female,Grade 9,0,0,0,0,0,0,0,0,411.414
Female,Grade 9,0,0,1,1,1,1,0,0,361.0755
Female,Grade 9,1,0,1,1,1,1,1,1,387.4749
Female,Grade 9,1,1,1,1,1,1,1,0,511.4112
Male,Grade 9,0,0,1,1,1,1,0,1,420.4782
Male,Grade 9,0,0,1,1,1,1,1,0,409.4691
Male,Grade 9,1,1,1,1,1,1,0,1,437.7034
Female,Grade 10,1,1,1,1,1,1,0,0,503.3512
Female,Grade 10,1,0,1,1,1,1,0,0,443.337
Female,Grade 10,0,0,1,1,1,1,0,0,398.1251
Female,Grade 10,1,1,1,1,1,1,1,1,431.0806
Female,Grade 10,0,0,1,0,1,1,0,0,423.7143
Female,Grade 10,0,0,0,0,0,1,0,0,460.4993
Female,Grade 10,0,1,1,1,1,0,0,1,496.8619
Female,Grade 10,0,0,1,1,1,1,0,1,423.5401
Female,Grade 10,1,0,1,1,1,1,0,0,445.8267
Female,Grade 10,1,1,1,1,1,1,1,0,489.2743
Female,Grade 10,0,0,1,0,0,1,0,0,466.5618
Female,Grade 10,0,0,1,0,1,1,0,NA,427.0189
Male,Grade 10,1,1,1,1,1,1,1,1,486.9117
Male,Grade 10,0,0,0,0,1,1,0,0,425.9364
Male,Grade 10,0,0,1,1,1,1,0,0,412.9958
Male,Grade 9,0,0,0,0,1,1,1,0,404.5999
Male,Grade 10,0,0,1,1,0,1,0,1,415.8918
Male,Grade 10,1,1,1,1,1,1,1,1,411.5923
Male,Grade 10,0,0,1,0,0,1,1,1,416.2663
Male,Grade 10,0,0,1,1,1,1,1,0,440.7327
Male,Grade 10,1,1,1,1,1,1,1,0,477.2306
Male,Grade 10,0,1,1,0,1,1,1,0,464.5331
Male,Grade 10,1,0,1,0,1,0,1,1,368.3852
Male,Grade 10,1,0,1,1,1,1,0,0,438.9028
Male,Grade 10,0,1,1,0,1,1,0,1,364.0421
Male,Grade 10,0,0,1,1,1,1,0,0,430.1605
Male,Grade 10,0,0,1,0,0,NA,0,1,393.2177
Female,Grade 11,1,1,1,1,1,1,0,0,415.7968
Female,Grade 11,0,0,1,1,1,1,1,1,418.1828
Female,Grade 11,0,0,0,0,0,1,0,1,381.7398
Male,Grade 11,1,1,1,1,1,1,1,1,445.9529
Male,Grade 11,0,0,1,1,1,1,0,0,354.9939
Female,Grade 9,1,1,1,1,1,1,0,0,396.9278
Female,Grade 9,0,0,1,1,0,1,0,0,371.5021
Female,Grade 9,1,0,1,1,1,1,1,0,350.5027
Female,Grade 9,0,0,1,1,1,1,0,1,356.3836
Male,Grade 9,1,1,1,1,1,1,1,0,374.5884
Male,Grade 9,1,1,1,1,1,1,1,1,370.4232
Male,Grade 9,0,0,1,0,0,0,0,0,379.9422
Male,Grade 9,1,1,1,1,1,1,1,1,398.6868
Male,Grade 9,0,0,1,1,1,1,0,0,380.5906
Male,Grade 9,0,0,1,1,1,0,0,0,421.6178
Male,Grade 9,1,1,1,1,1,1,1,0,358.3178
Male,Grade 9,1,1,1,1,1,1,1,0,356.9945
Female,Grade 10,0,0,1,1,1,1,0,0,327.8605
Female,Grade 10,1,1,1,1,1,1,1,1,422.1967
Female,Grade 10,1,0,1,1,1,1,0,1,418.0756
Female,Grade 10,1,1,1,1,1,1,1,0,452.098
Female,Grade 10,1,1,1,1,1,1,1,0,380.7108
Female,Grade 10,1,1,1,1,1,0,0,0,460.3393
Female,Grade 10,0,0,1,1,1,1,0,1,376.3888
Female,Grade 10,1,1,1,1,1,1,1,1,415.0695
Female,Grade 10,1,1,1,1,1,1,0,0,394.0164
Female,Grade 10,0,0,1,1,1,1,0,0,427.7122
Female,Grade 10,1,0,1,1,1,1,0,0,412.9787
Female,Grade 10,0,0,1,1,1,1,1,0,385.7847
Female,Grade 10,1,1,1,1,1,1,0,0,427.7222
Female,Grade 10,1,0,1,1,1,1,0,0,423.5968
Female,Grade 10,0,1,1,0,1,1,0,0,460.524
Female,Grade 10,0,1,1,1,1,1,1,1,352.8362
Male,Grade 9,0,0,1,1,1,1,0,1,420.4386
Male,Grade 10,1,1,1,1,1,1,0,1,424.5885
Male,Grade 10,1,1,1,1,1,1,1,0,433.8627
Male,Grade 10,1,0,1,1,1,1,0,1,394.7345
Male,Grade 10,1,1,0,0,1,1,0,0,400.4525
Male,Grade 10,1,1,1,1,1,1,0,1,437.9588
Male,Grade 10,0,0,1,1,1,1,0,0,393.3932
Male,Grade 10,1,1,1,1,1,1,0,0,378.0772
Male,Grade 10,1,0,1,1,1,0,0,1,463.1518
Female,Grade 9,1,1,1,1,1,1,1,0,363.8599
Female,Grade 9,0,1,1,1,1,1,0,1,394.7618
Female,Grade 9,1,1,0,0,1,1,0,0,365.5376
Female,Grade 9,1,0,1,0,1,1,1,1,365.9068
Female,Grade 9,1,1,1,1,1,1,0,1,428.4089
Female,Grade 9,0,0,1,1,0,1,1,1,405.4379
Female,Grade 9,1,1,1,1,1,1,1,1,454.6213
Male,Grade 9,1,1,1,0,1,0,0,0,400.6176
Male,Grade 9,0,0,1,0,0,0,0,0,365.4486
Male,Grade 9,1,1,1,0,1,1,1,1,432.8672
Male,Grade 9,0,0,0,0,1,0,0,0,409.5958
Male,Grade 9,1,0,1,1,0,1,1,1,476.4849
Female,Grade 10,1,1,1,1,1,1,0,0,495.9474
Female,Grade 10,1,1,1,1,1,1,0,0,543.3302
Female,Grade 10,1,1,1,1,1,1,1,1,517.7562
Female,Grade 10,1,1,1,1,1,1,0,0,476.7389
Female,Grade 10,NA,NA,1,NA,1,1,NA,NA,482.1913
Female,Grade 10,1,1,1,0,0,1,0,0,526.4863
Female,Grade 10,0,0,1,1,1,1,0,0,487.2751
Female,Grade 10,1,1,1,1,1,1,1,0,497.1195
Female,Grade 10,0,0,0,1,1,1,0,0,486.1514
Female,Grade 10,1,1,1,0,0,1,0,1,496.7642
Female,Grade 10,1,1,1,1,1,1,0,1,434.0083
Female,Grade 10,1,1,1,1,1,1,0,0,414.5037
Male,Grade 9,1,1,1,1,1,1,1,0,401.9111
Male,Grade 9,1,1,1,1,1,1,1,0,338.3764
Male,Grade 9,0,0,0,0,1,1,0,0,390.5212
Male,Grade 10,1,1,1,0,0,1,1,1,451.0395
Male,Grade 10,1,1,1,1,1,1,1,0,431.9454
Male,Grade 10,1,0,1,1,1,1,1,0,458.2329
Male,Grade 10,1,1,1,1,1,1,0,1,409.3862
Male,Grade 10,NA,1,NA,NA,NA,1,NA,NA,383.0444
Male,Grade 10,1,1,1,0,1,1,1,1,436.1235
Male,Grade 10,1,1,1,1,1,1,0,0,441.6757
Male,Grade 10,1,1,1,1,1,1,0,0,437.4699
Male,Grade 10,1,1,1,0,1,1,1,1,468.9843
Female,Grade 10,0,0,0,0,0,0,0,0,426.8073
Female,Grade 10,0,0,1,0,1,0,0,0,378.1963
Female,Grade 10,1,1,1,1,1,1,0,0,459.138
Female,Grade 10,0,0,1,0,1,1,0,0,347.7071
Male,Grade 10,0,0,0,0,1,1,0,0,350.4317
Male,Grade 10,1,1,1,1,1,1,0,0,398.8679
Male,Grade 10,1,1,1,1,1,1,1,1,421.1454
Male,Grade 10,1,1,1,1,1,1,1,1,404.1583
Male,Grade 10,1,1,1,1,1,1,1,0,423.6125
Male,Grade 10,1,1,1,1,1,1,0,0,429.7948
Female,Grade 9,0,1,1,1,1,1,1,1,422.0961
Female,Grade 11,1,1,1,1,1,1,0,1,415.722
Female,Grade 10,1,0,1,1,1,1,0,0,451.3289
Female,Grade 10,0,0,0,1,1,0,0,0,392.4736
Female,Grade 10,0,0,1,0,1,1,0,1,369.258
Female,Grade 10,1,0,1,0,0,1,0,0,391.7883
Female,Grade 10,1,1,1,1,1,1,1,1,521.8291
Female,Grade 10,1,1,1,1,1,1,1,1,355.9341
Female,Grade 10,0,0,1,0,0,0,0,1,418.2173
Female,Grade 10,0,0,1,1,1,1,0,0,321.1444
Female,Grade 10,1,1,1,1,1,1,0,1,445.1835
Female,Grade 10,1,1,1,1,0,0,0,1,369.7551
Female,Grade 10,1,1,1,1,1,1,1,1,336.4718
Female,Grade 10,1,1,1,1,1,1,0,0,390.0104
Female,Grade 10,0,0,1,0,1,0,0,0,358.2697
Female,Grade 10,1,1,1,1,1,1,1,0,377.1253
Male,Grade 10,1,1,1,1,1,1,0,0,358.9111
Male,Grade 10,0,0,1,0,1,1,1,0,326.7964
Male,Grade 10,1,1,1,1,1,1,1,1,353.5514
Male,Grade 10,1,1,1,1,1,1,1,0,406.0424
Male,Grade 10,1,1,1,1,1,0,0,0,477.5291
Male,Grade 10,1,1,1,1,1,1,0,1,362.9653
Male,Grade 10,1,0,1,1,1,1,1,0,367.4126
Male,Grade 10,1,1,1,1,1,1,1,1,394.2501
Male,Grade 10,1,1,1,1,0,0,0,1,431.4324
Male,Grade 10,0,1,1,1,1,1,0,0,380.9924
Male,Grade 10,0,0,0,1,1,0,0,0,305.473
Male,Grade 10,1,1,1,1,1,0,0,0,485.5601
Male,Grade 10,0,1,1,1,1,1,1,1,434.5702
Female,Grade 10,1,1,1,1,1,1,1,0,509.0135
Male,Grade 9,0,1,1,1,1,1,0,0,384.8769
Male,Grade 9,1,1,1,1,1,0,0,1,397.3456
Male,Grade 9,1,1,1,1,1,1,1,0,367.1546
Male,Grade 9,0,0,1,0,0,1,0,0,249.0201
Male,Grade 9,1,1,1,1,1,1,0,0,411.9952
Male,Grade 10,1,1,1,1,1,0,0,0,482.8012
Male,Grade 10,1,1,1,1,1,1,0,0,442.3607
Female,Grade 10,1,1,1,1,1,1,1,1,500.445
Female,Grade 10,1,1,1,1,1,1,0,0,400.1956
Male,Grade 10,1,1,1,1,1,1,0,0,329.9113
Male,Grade 10,1,1,1,0,1,1,1,1,469.7749
Male,Grade 10,1,1,1,1,1,1,1,0,445.0392
Male,Grade 10,1,1,1,1,1,0,1,0,371.6213
Male,Grade 10,1,1,1,0,1,1,1,0,470.0234
Male,Grade 10,0,0,0,1,1,1,0,1,333.1622
Male,Grade 10,0,0,1,0,0,0,0,0,370.5202
Male,Grade 10,1,1,1,1,1,1,1,0,409.2585
Male,Grade 10,1,1,1,1,0,0,0,0,432.5026
Male,Grade 10,1,1,1,1,1,1,0,0,403.3988
Male,Grade 10,1,1,1,1,1,1,0,0,431.1663
Male,Grade 10,1,1,1,0,1,1,1,0,414.4626
Male,Grade 10,0,0,1,1,1,1,0,1,445.053
Male,Grade 10,0,0,0,0,0,0,0,0,422.9368
Male,Grade 10,1,1,1,1,1,1,1,1,430.2655
Male,Grade 10,0,0,0,0,0,1,0,0,419.3387
Male,Grade 10,0,0,1,1,1,1,1,1,421.0006
Male,Grade 10,0,0,0,0,0,1,0,0,384.5156
Male,Grade 10,1,1,1,1,1,1,1,1,438.4862
Male,Grade 10,1,1,0,0,0,0,0,0,368.6564
Male,Grade 10,1,1,1,0,1,1,1,1,360.5964
Male,Grade 10,1,1,0,0,1,1,0,1,419.3264
Male,Grade 10,0,0,0,0,1,1,0,0,391.0505
Male,Grade 10,1,0,1,1,1,1,1,1,388.3577
Male,Grade 10,1,1,1,1,1,1,1,1,425.7021
Male,Grade 11,0,0,0,0,0,0,0,0,406.1076
Male,Grade 11,1,1,1,1,0,1,0,0,413.8564
Female,Grade 9,1,1,1,1,1,0,0,0,279.1889
Female,Grade 9,0,0,1,1,1,1,0,1,353.7714
Female,Grade 9,1,1,1,0,1,1,0,0,428.067
Female,Grade 9,0,0,1,1,1,1,0,0,281.4248
Female,Grade 9,1,1,1,1,1,1,1,1,274.5747
Female,Grade 9,0,0,1,1,1,1,0,0,308.8051
Female,Grade 9,1,1,1,1,1,1,0,1,349.0433
Female,Grade 10,0,0,1,0,0,1,0,0,351.9764
Female,Grade 10,1,1,1,1,1,1,1,1,499.7239
Female,Grade 10,1,1,1,1,1,1,0,1,446.6012
Female,Grade 10,0,0,1,1,1,1,0,0,367.9387
Female,Grade 10,1,1,1,1,0,1,0,0,461.896
Female,Grade 10,0,1,0,0,0,1,0,1,329.991
Female,Grade 10,1,0,1,1,1,1,1,1,403.9452
Female,Grade 10,1,1,1,1,1,1,0,0,395.7918
Female,Grade 10,1,1,1,1,1,0,0,0,487.2447
Female,Grade 10,1,0,1,1,1,1,1,0,372.4113
Female,Grade 10,0,1,0,1,1,0,0,0,460.7309
Female,Grade 10,1,1,0,0,0,0,0,0,486.9362
Female,Grade 10,0,0,0,0,1,1,0,0,422.53
Female,Grade 10,0,0,1,1,1,1,0,0,433.0703
Female,Grade 10,1,1,1,1,1,1,0,1,482.114
Female,Grade 10,0,0,1,0,0,1,0,1,522.482
Female,Grade 10,1,1,1,0,0,1,0,0,418.1766
Female,Grade 10,1,1,1,1,1,1,0,1,379.7568
Female,Grade 10,0,0,1,1,1,1,0,0,342.0401
Female,Grade 10,0,0,1,1,1,1,1,1,448.094
Female,Grade 10,0,0,0,0,0,0,0,0,370.9799
Female,Grade 10,1,1,1,1,1,1,1,0,370.5038
Female,Grade 10,NA,NA,NA,NA,1,1,NA,NA,300.1271
Female,Grade 10,1,1,1,0,1,1,1,1,325.5717
Female,Grade 10,1,1,1,1,1,1,0,0,366.0716
Female,Grade 10,1,1,1,1,1,1,0,0,540.1198
Female,Grade 10,1,1,1,1,1,1,1,1,510.4065
Female,Grade 10,1,1,1,1,1,1,0,0,525.6285
Female,Grade 10,1,1,1,0,1,0,0,0,479.199
Female,Grade 10,1,1,1,1,1,1,0,1,528.8627
Female,Grade 10,1,1,1,1,1,1,0,1,490.1329
Female,Grade 10,1,1,1,0,1,1,1,1,506.7349
Female,Grade 10,1,1,1,0,1,1,0,1,497.1668
Female,Grade 10,1,1,1,1,1,1,0,1,494.3012
Female,Grade 10,1,1,1,1,1,1,1,1,523.7299
Female,Grade 10,1,1,1,1,1,1,0,0,443.8231
Female,Grade 10,1,1,1,1,1,1,1,1,493.087
Female,Grade 10,1,1,1,1,1,1,1,1,567.7472
Female,Grade 10,1,1,1,0,1,1,1,1,422.892
Female,Grade 10,1,1,1,1,1,1,0,0,548.6216
Female,Grade 10,1,1,1,1,1,1,1,1,590.5615
Female,Grade 10,1,1,1,1,1,1,0,0,586.4568
Female,Grade 10,1,1,1,1,1,1,1,1,549.483
Female,Grade 10,1,1,1,1,1,1,0,0,533.3066
Female,Grade 10,1,1,1,0,0,1,0,1,531.7905
Female,Grade 10,0,1,1,0,0,1,0,0,535.6693
Female,Grade 10,1,1,1,1,1,1,1,0,535.3675
Male,Grade 10,1,1,1,1,1,1,0,0,547.1909
Male,Grade 10,1,0,1,1,1,1,1,0,488.1631
Male,Grade 10,1,1,1,1,1,1,0,0,493.1271
Male,Grade 10,1,1,1,0,1,1,0,0,531.5317
Male,Grade 10,1,1,1,1,0,1,1,1,467.257
Male,Grade 10,0,0,1,1,1,1,0,0,448.3458
Male,Grade 10,1,1,1,1,0,1,0,0,541.9152
Male,Grade 10,1,1,1,1,1,1,1,1,476.1145
Male,Grade 10,1,1,1,1,1,1,1,1,514.6524
Male,Grade 10,1,1,1,NA,1,1,1,1,410.1506
Male,Grade 10,1,1,1,1,0,1,1,0,549.0236
Male,Grade 10,1,1,1,0,0,1,1,0,498.0377
Male,Grade 10,1,0,1,0,1,1,1,0,469.9808
Male,Grade 10,0,0,1,0,0,1,0,0,559.0223
Male,Grade 10,1,1,1,0,1,1,1,0,470.8025
Male,Grade 10,1,1,1,1,1,1,0,0,483.9228
Male,Grade 10,1,1,1,1,1,1,1,1,496.8308
Male,Grade 10,1,1,1,0,1,1,0,0,537.7638
Female,Grade 9,1,1,1,1,1,1,0,1,429.7713
Female,Grade 9,1,1,1,0,0,1,1,1,491.5565
Female,Grade 9,0,0,1,0,1,1,0,0,434.8256
Female,Grade 10,1,1,1,0,1,1,1,0,534.9315
Female,Grade 10,1,1,1,1,1,1,0,0,434.5787
Female,Grade 10,1,1,1,1,1,1,1,1,469.7189
Female,Grade 10,0,0,1,1,1,1,0,1,395.7263
Female,Grade 10,1,1,1,1,1,1,0,0,522.9621
Female,Grade 10,1,1,1,1,1,0,1,1,522.543
Female,Grade 10,1,1,1,1,1,1,1,1,468.3223
Female,Grade 10,1,1,1,0,1,1,0,1,448.8415
Female,Grade 10,1,1,1,1,1,1,0,0,497.5433
Female,Grade 10,1,1,1,1,1,1,0,0,407.9186
Female,Grade 10,1,1,1,1,1,1,0,1,529.8955
Female,Grade 10,1,1,1,NA,1,1,1,NA,433.3191
Female,Grade 10,0,1,1,0,1,1,1,0,418.8456
Female,Grade 10,1,1,1,0,1,1,0,0,399.0581
Female,Grade 10,1,0,1,1,1,1,NA,1,496.6658
Female,Grade 10,1,1,1,1,1,1,1,1,505.7009
Female,Grade 10,1,1,1,1,1,1,0,0,470.4933
Female,Grade 10,0,1,1,1,1,1,1,0,457.5884
Female,Grade 10,1,1,0,0,0,0,0,0,518.1934
Female,Grade 10,1,1,1,0,1,1,0,0,462.152
Female,Grade 10,1,1,1,1,0,1,1,0,464.2669
Female,Grade 10,1,1,1,1,1,1,1,0,552.0579
Female,Grade 10,0,0,1,1,1,1,0,0,421.1352
Female,Grade 10,1,1,1,0,1,1,0,0,501.3369
Female,Grade 10,1,1,1,1,1,1,NA,NA,397.3645
Female,Grade 10,1,1,1,1,1,1,1,1,453.8924
Female,Grade 10,1,1,0,0,1,1,1,1,400.5372
Female,Grade 10,0,0,1,0,1,1,0,0,516.2409
Female,Grade 10,1,1,1,0,1,1,1,1,377.0314
Female,Grade 10,1,1,1,1,1,1,0,0,532.4859
Female,Grade 10,1,0,1,1,0,1,0,1,479.6175
Female,Grade 10,1,1,1,1,1,1,1,1,448.8518
Female,Grade 10,1,0,1,1,1,1,0,0,392.0716
Female,Grade 10,0,0,1,1,1,1,1,0,521.1536
Female,Grade 11,1,1,1,1,1,1,1,1,544.2002
Female,Grade 11,1,1,1,0,1,1,0,0,412.7405
